owner_module,owner_file,dep_module,dep_version,indirect,decl_type,source_line
github.com/traefik/traefik/v3,languages/go/project/traefik/go.mod,github.com/go-acme/tencentclouddnspod,v1.1.25,true,indirect,212
github.com/traefik/traefik/v3,languages/go/project/traefik/go.mod,github.com/go-acme/tencentedgdeone,v1.1.48,true,indirect,213
github.com/traefik/traefik/v3,languages/go/project/traefik/go.mod,github.com/go-errors/errors,v1.0.1,true,indirect,214
github.com/traefik/traefik/v3,languages/go/project/traefik/go.mod,github.com/go-jose/go-jose/v4,v4.1.3,true,indirect,215
github.com/traefik/traefik/v3,languages/go/project/traefik/go.mod,github.com/go-logfmt/logfmt,v0.5.1,true,indirect,216
github.com/traefik/traefik/v3,languages/go/project/traefik/go.mod,github.com/go-logr/logr,v1.4.3,true,indirect,217
github.com/traefik/traefik/v3,languages/go/project/traefik/go.mod,github.com/go-logr/stdr,v1.2.2,true,indirect,218
github.com/traefik/traefik/v3,languages/go/project/traefik/go.mod,github.com/go-logr/zapr,v1.3.0,true,indirect,219
github.com/traefik/traefik/v3,languages/go/project/traefik/go.mod,github.com/go-ole/go-ole,v1.3.0,true,indirect,220
github.com/traefik/traefik/v3,languages/go/project/traefik/go.mod,github.com/go-openapi/jsonpointer,v0.21.2,true,indirect,221
github.com/traefik/traefik/v3,languages/go/project/traefik/go.mod,github.com/go-openapi/jsonreference,v0.21.0,true,indirect,222
github.com/traefik/traefik/v3,languages/go/project/traefik/go.mod,github.com/go-openapi/swag,v0.23.1,true,indirect,223
