ecosystem,name,version,direct,dev,purl,manifest
composer,symfony/uid,v7.4.0,false,false,pkg:composer/symfony/uid@v7.4.0,languages/php/project/coolify/composer.lock
composer,symfony/var-dumper,v7.4.3,false,false,pkg:composer/symfony/var-dumper@v7.4.3,languages/php/project/coolify/composer.lock
composer,symfony/yaml,v7.4.1,true,false,pkg:composer/symfony/yaml@v7.4.1,languages/php/project/coolify/composer.lock
composer,ta-tikoma/phpunit-architecture-test,0.8.5,false,true,pkg:composer/ta-tikoma/phpunit-architecture-test@0.8.5,languages/php/project/coolify/composer.lock
composer,theseer/tokenizer,2.0.1,false,true,pkg:composer/theseer/tokenizer@2.0.1,languages/php/project/coolify/composer.lock
composer,tijsverkoyen/css-to-inline-styles,v2.4.0,false,false,pkg:composer/tijsverkoyen/css-to-inline-styles@v2.4.0,languages/php/project/coolify/composer.lock
composer,visus/cuid2,4.1.0,true,false,pkg:composer/visus/cuid2@4.1.0,languages/php/project/coolify/composer.lock
composer,vlucas/phpdotenv,v5.6.3,false,false,pkg:composer/vlucas/phpdotenv@v5.6.3,languages/php/project/coolify/composer.lock
composer,voku/portable-ascii,2.0.3,false,false,pkg:composer/voku/portable-ascii@2.0.3,languages/php/project/coolify/composer.lock
composer,webmozart/assert,1.12.1,false,false,pkg:composer/webmozart/assert@1.12.1,languages/php/project/coolify/composer.lock
composer,yosymfony/parser-utils,v2.0.0,false,false,pkg:composer/yosymfony/parser-utils@v2.0.0,languages/php/project/coolify/composer.lock
composer,yosymfony/toml,v1.0.4,true,false,pkg:composer/yosymfony/toml@v1.0.4,languages/php/project/coolify/composer.lock
composer,zbateson/mail-mime-parser,3.0.5,false,false,pkg:composer/zbateson/mail-mime-parser@3.0.5,languages/php/project/coolify/composer.lock
